Indice,Ubigeo,Departamento,Provincia,Distrito,Poblacion_proyectada2020,Intervalo_inferior,Intervalo_superior,Grupo_robusto,Ubicacion_pobreza_monetaria
1445,160108,LORETO,MAYNAS,PUNCHANA,88908,15.9,23.1,15,1445
1446,21803,ÁNCASH,SANTA,COISHCO,17491,14.0,25.0,15,1446
1447,200601,PIURA,SULLANA,SULLANA,189351,12.4,26.4,15,1447
1448,200602,PIURA,SULLANA,BELLAVISTA,38905,12.4,26.4,15,1448
1449,200608,PIURA,SULLANA,SALITRAL,7667,12.4,26.4,15,1449
1450,190111,PASCO,PASCO,TINYAHUARCO,7278,12.0,26.7,15,1450
1451,40403,AREQUIPA,CASTILLA,AYO,230,10.6,28.0,15,1451
1452,40408,AREQUIPA,CASTILLA,MACHAGUAY,457,10.6,28.0,15,1452
1453,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,13856,12.6,26.0,15,1453
1454,220403,SAN MARTÍN,HUALLAGA,EL ESLABÓN,1992,11.7,26.9,15,1454
1455,220405,SAN MARTÍN,HUALLAGA,SACANCHE,2395,11.7,26.9,15,1455
1456,150102,LIMA,LIMA,ANCÓN,82677,13.0,25.5,15,1456
1457,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,224427,15.9,22.6,15,1457
1458,150126,LIMA,LIMA,PUNTA HERMOSA,22230,13.3,25.0,15,1458
1459,150106,LIMA,LIMA,CARABAYLLO,400414,15.0,23.4,15,1459
1460,100604,HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,23817,13.5,24.7,15,1460
1461,81208,CUSCO,QUISPICANCHI,LUCRE,5223,12.8,25.3,15,1461
1462,81211,CUSCO,QUISPICANCHI,OROPESA,11563,12.8,25.3,15,1462
1463,150701,LIMA,HUAROCHIRI,MATUCANA,4014,10.8,27.2,15,1463
1464,100609,HUÁNUCO,LEONCIO PRADO,PUEBLO NUEVO,4406,7.9,30.1,15,1464
1465,150708,LIMA,HUAROCHIRI,HUANZA,736,13.9,24.0,15,1465
1466,150709,LIMA,HUAROCHIRI,HUAROCHIRÍ,1256,13.9,24.0,15,1466
1467,150712,LIMA,HUAROCHIRI,LARAOS,573,13.9,24.0,15,1467
1468,150716,LIMA,HUAROCHIRI,SAN ANTONIO,5948,13.9,24.0,15,1468
1469,150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,1128,13.9,24.0,15,1469
1470,150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,1343,13.9,24.0,15,1470
1471,150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYR,200,13.9,24.0,15,1471
1472,150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,384,13.9,24.0,15,1472
1473,150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS O,3336,13.9,24.0,15,1473
1474,150732,LIMA,HUAROCHIRI,SURCO,1379,13.9,24.0,15,1474
1475,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,87192,15.0,22.8,15,1475
1476,150602,LIMA,HUARAL,ATAVILLOS ALTO,657,12.3,25.5,15,1476
1477,150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMAR,769,12.3,25.5,15,1477
1478,150611,LIMA,HUARAL,SUMBILCA,671,12.3,25.5,15,1478
1479,150812,LIMA,HUAURA,VEGUETA,28156,13.3,24.5,15,1479
1480,220404,SAN MARTÍN,HUALLAGA,PISCOYACU,4716,7.3,30.2,15,1480
1481,120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,3114,6.3,31.2,15,1481
1482,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,53934,9.8,27.7,15,1482
1483,230110,TACNA,TACNA,CRNEL.GREGORIO ALBARR,133338,15.5,21.9,15,1483
1484,140117,LAMBAYEQUE,CHICLAYO,PATAPO,25022,11.6,25.9,15,1484
1485,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,22717,13.2,24.2,15,1485
1486,120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,16806,9.7,27.7,15,1486
1487,120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,2555,9.7,27.7,15,1487
1488,40801,AREQUIPA,LA UNIÓN,COTAHUASI,2981,10.1,27.3,15,1488
1489,190113,PASCO,PASCO,YANACANCHA,31264,12.9,24.5,15,1489
1490,151004,LIMA,YAUYOS,AYAVIRI,518,11.9,25.4,15,1490
1491,151017,LIMA,YAUYOS,HUAÑEC,441,11.9,25.4,15,1491
1492,151028,LIMA,YAUYOS,TANTA,503,11.9,25.4,15,1492
1493,120408,JUNÍN,JAUJA,HUAMALI,1659,11.2,26.0,15,1493
1494,120410,JUNÍN,JAUJA,HUERTAS,2231,11.2,26.0,15,1494
1495,120412,JUNÍN,JAUJA,JULCAN,758,11.2,26.0,15,1495
1496,120431,JUNÍN,JAUJA,SINCOS,4217,11.2,26.0,15,1496
1497,130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,2669,11.3,25.5,15,1497
1498,150811,LIMA,HUAURA,SAYAN,24378,12.2,24.5,15,1498
1499,40202,AREQUIPA,CAMANA,JOSÉ MARÍA QUIMPER,4710,11.2,25.5,15,1499
1500,40205,AREQUIPA,CAMANA,NICOLÁS DE PIÉROLA,7723,11.2,25.5,15,1500
1501,150204,LIMA,BARRANCA,SUPE,25470,13.0,23.5,15,1501
1502,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,19629,15.0,21.6,15,1502
1503,140103,LAMBAYEQUE,CHICLAYO,ETÉN,13118,15.0,21.6,15,1503
1504,140110,LAMBAYEQUE,CHICLAYO,OYOTÚN,8359,15.0,21.6,15,1504
1505,140111,LAMBAYEQUE,CHICLAYO,PICSI,14726,15.0,21.6,15,1505
1506,150119,LIMA,LIMA,LURÍN,109506,14.4,22.2,15,1506
1507,150118,LIMA,LIMA,LURIGANCHO,283231,14.1,22.3,15,1507
1508,151018,LIMA,YAUYOS,LARAOS,522,9.8,26.4,15,1508
1509,151021,LIMA,YAUYOS,MIRAFLORES,212,9.8,26.4,15,1509
1510,220703,SAN MARTÍN,PICOTA,CASPISAPA,2186,9.1,27.1,15,1510
1511,220706,SAN MARTÍN,PICOTA,SAN CRISTÓBAL,1199,9.1,27.1,15,1511
1512,80607,CUSCO,CANCHIS,SAN PEDRO,2808,8.4,27.5,15,1512
1513,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,7129,9.9,25.8,15,1513
1514,40106,AREQUIPA,AREQUIPA,CHIGUATA,3112,9.5,26.1,15,1514
1515,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1177629,15.4,20.0,16,1515
1516,40114,AREQUIPA,AREQUIPA,POLOBAYA,797,8.4,26.9,16,1516
1517,90508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,751,8.8,26.3,16,1517
1518,150109,LIMA,LIMA,CIENEGUILLA,39055,11.8,23.3,16,1518
1519,200706,PIURA,TALARA,MÁNCORA,14116,8.2,26.7,16,1519
1520,20501,ÁNCASH,BOLOGNESI,CHIQUIÁN,4087,9.4,25.5,16,1520
1521,150902,LIMA,OYÓN,ANDAJES,491,10.4,24.2,16,1521
1523,150103,LIMA,LIMA,ATE,670818,14.1,20.3,16,1523
1524,150511,LIMA,CAÑETE,PACARÁN,1684,9.3,25.0,16,1524
1525,130106,LA LIBERTAD,TRUJILLO,LAREDO,43024,11.7,22.6,16,1525
1526,21401,ÁNCASH,OCROS,OCROS,1259,9.0,25.2,16,1526
1527,220801,SAN MARTÍN,RIOJA,RIOJA,26660,10.7,23.5,16,1527
1528,180203,MOQUEGUA,GENERAL SÁNCHEZ CE,COALAQUE,965,10.6,23.6,16,1528
1529,180205,MOQUEGUA,GENERAL SÁNCHEZ CE,LA CAPILLA,547,10.6,23.6,16,1529
1530,180208,MOQUEGUA,GENERAL SÁNCHEZ CE,PUQUINA,2512,10.6,23.6,16,1530
1531,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,42858,11.9,22.2,16,1531
1532,120117,JUNÍN,HUANCAYO,HUALHUAS,6006,9.6,24.6,16,1532
1533,120125,JUNÍN,HUANCAYO,PILCOMAYO,24039,9.6,24.6,16,1533
1534,40108,AREQUIPA,AREQUIPA,LA JOYA,38103,12.5,21.4,16,1534
1535,40121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,7478,12.5,21.4,16,1535
1536,170202,MADRE DE DIOS,MANU,FITZCARRALD,1547,7.8,26.0,16,1536
1537,40312,AREQUIPA,CARAVELÍ,QUICACHA,1902,8.8,24.9,16,1537
1538,140116,LAMBAYEQUE,CHICLAYO,CAYALTÍ,15365,10.7,22.9,16,1538
1539,90118,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,18765,10.7,22.9,16,1539
1540,150143,LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,437992,13.7,20.0,16,1540
1541,120428,JUNÍN,JAUJA,SAN LORENZO,2808,4.4,28.9,16,1541
1542,150111,LIMA,LIMA,EL AGUSTINO,221974,11.8,21.6,16,1542
1543,20801,ÁNCASH,CASMA,CASMA,40363,11.9,21.4,16,1543
1544,220914,SAN MARTÍN,SAN MARTÍN,SHAPAJA,2036,5.3,27.9,16,1544
1545,230204,TACNA,CANDARAVE,CURIBAYA,479,6.7,26.5,16,1545
1546,150403,LIMA,CANTA,HUAMANTANGA,637,6.9,26.1,16,1546
1547,150512,LIMA,CAÑETE,QUILMANA,16225,11.1,21.9,16,1547
1548,220705,SAN MARTÍN,PICOTA,PUCACACA,3019,6.4,26.5,16,1548
1549,140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESON,4179,8.6,24.2,16,1549
1550,151008,LIMA,YAUYOS,CATAHUASI,1072,8.5,24.2,16,1550
1551,151010,LIMA,YAUYOS,COCHAS,213,8.5,24.2,16,1551
1552,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,85365,12.9,19.8,16,1552
1553,220102,SAN MARTÍN,MOYOBAMBA,CALZADA,4792,12.9,19.8,16,1553
1554,220106,SAN MARTÍN,MOYOBAMBA,YANTALO,2916,12.9,19.8,16,1554
1555,40501,AREQUIPA,CAYLLOMA,CHIVAY,5889,9.9,22.8,16,1555
1556,50115,AYACUCHO,HUAMANGA,JESÚS NAZARENO,21028,9.8,22.8,16,1556
1557,200104,PIURA,PIURA,CASTILLA,183759,10.8,21.7,16,1557
1558,200115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,187787,10.8,21.7,16,1558
1559,10201,AMAZONAS,BAGUA,BAGUA,29905,12.1,20.3,16,1559
1560,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,35323,11.5,20.6,16,1560
1561,150110,LIMA,LIMA,COMAS,573884,12.9,19.2,16,1561
1562,221001,SAN MARTÍN,TOCACHE,TOCACHE,30496,9.9,21.9,16,1562
1563,21801,ÁNCASH,SANTA,CHIMBOTE,216776,13.2,18.3,16,1563
1564,40409,AREQUIPA,CASTILLA,ORCOPAMPA,8557,7.0,24.4,16,1564
1565,220103,SAN MARTÍN,MOYOBAMBA,HABANA,1677,5.0,26.4,16,1565
1566,220807,SAN MARTÍN,RIOJA,SAN FERNANDO,3678,5.9,25.4,16,1566
1567,200701,PIURA,TALARA,PARIÑAS,104973,9.1,22.0,16,1567
1568,200702,PIURA,TALARA,EL ALTO,8969,9.1,22.0,16,1568
1569,200703,PIURA,TALARA,LA BREA,13192,9.1,22.0,16,1569
1570,200705,PIURA,TALARA,LOS ÓRGANOS,11634,9.1,22.0,16,1570
1571,211002,PUNO,SAN ANTONIO DE PUTI,ANANEA,11551,6.0,25.0,16,1571
1572,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,37715,11.4,19.7,16,1572
1573,220909,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,49359,11.2,19.8,16,1573
1574,150605,LIMA,HUARAL,CHANCAY,60774,11.1,19.7,16,1574
1575,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,29175,10.5,20.3,16,1575
1576,120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,29425,10.5,20.3,16,1576
1577,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,412865,12.0,18.4,16,1577
1578,150504,LIMA,CAÑETE,CERRO AZUL,8637,11.9,18.4,16,1578
1579,150505,LIMA,CAÑETE,CHILCA,23568,11.9,18.4,16,1579
1580,150507,LIMA,CAÑETE,IMPERIAL,38559,11.9,18.4,16,1580
1581,130203,LA LIBERTAD,ASCOPE,CHOCOPE,9807,9.8,20.4,16,1581
1582,151002,LIMA,YAUYOS,ALIS,1477,9.9,20.3,16,1582
1583,151022,LIMA,YAUYOS,OMAS,617,9.9,20.3,16,1583
1584,151025,LIMA,YAUYOS,QUINOCAY,415,9.9,20.3,16,1584
1585,151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,268,9.9,20.3,16,1585
1586,230102,TACNA,TACNA,ALTO DE LA ALIANZA,35258,11.1,19.0,16,1586
1587,81203,CUSCO,QUISPICANCHI,CAMANTI,2603,6.5,23.7,16,1587
1588,50101,AYACUCHO,HUAMANGA,AYACUCHO,111370,10.1,20.0,16,1588
1589,230105,TACNA,TACNA,INCLÁN,2688,9.7,20.4,16,1589
1590,230106,TACNA,TACNA,PACHIA,2277,9.7,20.4,16,1590
1591,230111,TACNA,TACNA,LA YARADA LOS PALOS,6726,9.7,20.4,16,1591
1592,220503,SAN MARTÍN,LAMAS,BARRANQUITA,7435,4.9,25.1,16,1592
1593,220505,SAN MARTÍN,LAMAS,CUÑUMBUQUI,3100,4.9,25.1,16,1593
1594,150806,LIMA,HUAURA,HUAURA,36259,10.0,19.9,16,1594
1595,150810,LIMA,HUAURA,SANTA MARÍA,39330,10.5,19.3,16,1595
1596,200503,PIURA,PAITA,ARENAL,1249,5.5,24.2,16,1596
1597,80904,CUSCO,LA CONVENCIÓN,MARANURA,5209,5.4,24.2,16,1597
1598,240102,TUMBES,TUMBES,CORRALES,25679,10.9,18.6,16,1598
1599,240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,4927,10.9,18.6,16,1599
1600,100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,6749,1.3,28.1,16,1600
1601,150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,636,8.2,21.0,16,1601
1602,150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBR,389,8.2,21.0,16,1602
1603,40606,AREQUIPA,CONDESUYOS,RÍO GRANDE,3451,9.3,19.9,16,1603
1604,40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,3963,9.3,19.9,16,1604
1605,120701,JUNÍN,TARMA,TARMA,50544,9.6,19.4,16,1605
1606,120901,JUNÍN,CHUPACA,CHUPACA,21538,7.0,22.1,16,1606
1607,90413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,1567,6.4,22.5,16,1607
1608,40113,AREQUIPA,AREQUIPA,POCSI,447,9.1,19.7,16,1608
1609,40118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,561,9.1,19.7,16,1609
1610,40125,AREQUIPA,AREQUIPA,VITOR,4506,9.1,19.7,16,1610
1611,150704,LIMA,HUAROCHIRI,CARAMPOMA,312,7.9,20.8,16,1611
1612,150707,LIMA,HUAROCHIRI,HUACHUPAMPA,509,7.9,20.8,16,1612
1613,150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,287,7.9,20.8,16,1613
1614,40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,3361,6.6,22.0,16,1614
1615,40304,AREQUIPA,CARAVELÍ,ATIQUIPA,475,9.2,19.4,16,1615
1616,40309,AREQUIPA,CARAVELÍ,HUANUHUANU,3199,9.2,19.4,16,1616
1617,40310,AREQUIPA,CARAVELÍ,JAQUI,1576,9.2,19.4,16,1617
1618,40311,AREQUIPA,CARAVELÍ,LOMAS,1580,9.2,19.4,16,1618
1619,150127,LIMA,LIMA,PUNTA NEGRA,8243,8.7,19.9,16,1619
1620,120805,JUNÍN,YAULI,MOROCOCHA,5270,3.4,25.0,16,1620
1621,70101,CALLAO,CALLAO,CALLAO,512386,11.8,16.6,17,1621
1622,40128,AREQUIPA,AREQUIPA,YURA,43033,8.7,19.5,17,1622
1623,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,79845,10.9,17.3,17,1623
1624,81307,CUSCO,URUBAMBA,YUCAY,3402,7.6,20.5,17,1624
1625,140115,LAMBAYEQUE,CHICLAYO,SAÑA,12497,8.8,19.2,17,1625
1626,20803,ÁNCASH,CASMA,COMANDANTE NOEL,2340,7.6,20.3,17,1626
1627,21101,ÁNCASH,HUARMEY,HUARMEY,27123,7.9,20.0,17,1627
1628,100102,HUÁNUCO,HUÁNUCO,AMARILIS,88635,10.5,17.3,17,1628
1629,21103,ÁNCASH,HUARMEY,CULEBRAS,3405,6.4,21.3,17,1629
1630,140118,LAMBAYEQUE,CHICLAYO,POMALCA,27016,10.4,17.3,17,1630
1631,120401,JUNÍN,JAUJA,JAUJA,19948,5.1,22.4,17,1631
1632,120306,JUNÍN,CHANCHAMAYO,VITOC,1715,3.8,23.7,17,1632
1633,40206,AREQUIPA,CAMANA,OCOÑA,4040,7.2,20.3,17,1633
1634,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,16588,7.2,20.3,17,1634
1635,120803,JUNÍN,YAULI,HUAY-HUAY,2176,6.2,21.0,17,1635
1636,120806,JUNÍN,YAULI,PACCHA,1644,6.2,21.0,17,1636
1637,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,58126,10.0,17.1,17,1637
1638,100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,14099,10.0,17.1,17,1638
1639,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,165355,10.7,16.3,17,1639
1640,90601,HUANCAVELICA,HUAYTARÁ,HUAYTARÁ,2374,6.7,20.2,17,1640
1641,20507,ÁNCASH,BOLOGNESI,COLQUIOC,2348,5.8,21.1,17,1641
1642,120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,2092,2.4,24.5,17,1642
1643,230108,TACNA,TACNA,POCOLLAY,19415,10.1,16.7,17,1643
1644,40401,AREQUIPA,CASTILLA,APLAO,8964,8.5,18.2,17,1644
1645,40413,AREQUIPA,CASTILLA,URACA,6590,8.5,18.2,17,1645
1646,150129,LIMA,LIMA,SAN BARTOLO,8722,8.3,18.4,17,1646
1647,130107,LA LIBERTAD,TRUJILLO,MOCHE,42798,9.1,17.4,17,1647
1648,50116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERE,31411,7.5,18.9,17,1648
1649,150203,LIMA,BARRANCA,PATIVILCA,17941,8.7,17.7,17,1649
1650,150205,LIMA,BARRANCA,SUPE PUERTO,13525,8.7,17.7,17,1650
1651,150506,LIMA,CAÑETE,COAYLLO,1039,7.9,18.4,17,1651
1652,150516,LIMA,CAÑETE,ZUÑIGA,1339,7.9,18.4,17,1652
1653,100101,HUÁNUCO,HUÁNUCO,HUANUCO,95540,10.3,15.9,17,1653
1654,230301,TACNA,JORGE BASADRE,LOCUMBA,2669,6.9,19.2,18,1654
1655,120107,JUNÍN,HUANCAYO,CHILCA,100252,9.2,16.8,18,1655
1656,250302,UCAYALI,PADRE ABAD,IRAZOLA,12065,8.1,17.7,18,1656
1657,250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOL,6159,8.1,17.7,18,1657
1658,210101,PUNO,PUNO,PUNO,143867,8.7,16.9,18,1658
1659,40127,AREQUIPA,AREQUIPA,YARABAMBA,1528,6.0,19.4,18,1659
1660,40407,AREQUIPA,CASTILLA,HUANCARQUI,1586,6.5,18.7,18,1660
1661,40520,AREQUIPA,CAYLLOMA,MAJES,70780,9.0,16.2,18,1661
1662,120801,JUNÍN,YAULI,LA OROYA,13700,8.8,16.3,18,1662
1663,120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,8618,8.8,16.3,18,1663
1664,140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,2538,9.4,15.6,18,1664
1665,140113,LAMBAYEQUE,CHICLAYO,REQUE,17794,9.4,15.6,18,1665
1666,140119,LAMBAYEQUE,CHICLAYO,PUCALA,9022,9.4,15.6,18,1666
1667,140120,LAMBAYEQUE,CHICLAYO,TUMÁN,29773,9.4,15.6,18,1667
1668,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,29802,8.3,16.7,18,1668
1669,150803,LIMA,HUAURA,CALETA DE CARQUÍN,8491,8.8,16.1,18,1669
1670,150805,LIMA,HUAURA,HUALMAY,28388,8.8,16.1,18,1670
1671,120409,JUNÍN,JAUJA,HUARIPAMPA,1090,5.7,19.1,18,1671
1672,120413,JUNÍN,JAUJA,LEONOR ORDÓÑEZ,1616,5.7,19.1,18,1672
1673,120414,JUNÍN,JAUJA,LLOCLLAPAMPA,1179,5.7,19.1,18,1673
1674,40702,AREQUIPA,ISLAY,COCACHACRA,8363,8.7,16.1,18,1674
1675,40704,AREQUIPA,ISLAY,ISLAY,5202,8.7,16.1,18,1675
1676,40706,AREQUIPA,ISLAY,PUNTA DE BOMBÓN,6464,8.7,16.1,18,1676
1677,150722,LIMA,HUAROCHIRI,SAN MATEO,3918,7.3,17.3,18,1677
1678,150728,LIMA,HUAROCHIRI,SANTA EULALIA,13305,7.3,17.3,18,1678
1679,80104,CUSCO,CUSCO,SAN JERÓNIMO,70453,6.5,17.5,18,1679
1680,250304,UCAYALI,PADRE ABAD,NESHUYA,10501,7.6,16.3,18,1680
1681,151014,LIMA,YAUYOS,HUANCAYA,521,5.0,18.9,18,1681
1682,151029,LIMA,YAUYOS,TAURIPAMPA,490,5.0,18.9,18,1682
1683,40301,AREQUIPA,CARAVELÍ,CARAVELÍ,4227,8.4,15.4,18,1683
1684,40303,AREQUIPA,CARAVELÍ,ATICO,5962,8.4,15.4,18,1684
1685,40305,AREQUIPA,CARAVELÍ,BELLA UNIÓN,2978,8.4,15.4,18,1685
1686,40307,AREQUIPA,CARAVELÍ,CHALA,10368,8.4,15.4,18,1686
1687,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REY,46409,7.7,15.9,18,1687
1688,220406,SAN MARTÍN,HUALLAGA,TINGO DE SAPOSOA,822,2.9,20.6,18,1688
1689,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,19598,8.2,15.1,18,1689
1690,250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,5742,8.2,15.1,18,1690
1691,150108,LIMA,LIMA,CHORRILLOS,355978,8.9,14.3,18,1691
1692,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,32161,6.0,17.1,18,1692
1693,20105,ÁNCASH,HUARAZ,INDEPENDENCIA,87112,8.2,14.8,18,1693
1694,40105,AREQUIPA,AREQUIPA,CHARACATO,16263,7.4,15.6,18,1694
1695,40115,AREQUIPA,AREQUIPA,QUEQUEÑA,6977,7.4,15.6,18,1695
1696,40116,AREQUIPA,AREQUIPA,SABANDIA,4544,7.4,15.6,18,1696
1697,150128,LIMA,LIMA,RÍMAC,180260,9.1,13.7,19,1697
1698,240103,TUMBES,TUMBES,LA CRUZ,10679,7.9,14.6,19,1698
1699,240105,TUMBES,TUMBES,SAN JACINTO,9035,7.9,14.6,19,1699
1700,40302,AREQUIPA,CARAVELÍ,ACARI,5172,6.4,16.1,19,1700
1701,40308,AREQUIPA,CARAVELÍ,CHAPARRA,3613,6.4,16.1,19,1701
1702,150604,LIMA,HUARAL,AUCALLAMA,21121,6.6,15.8,19,1702
1703,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,59323,7.5,14.7,19,1703
1704,150502,LIMA,CAÑETE,ASIA,10686,7.5,14.7,19,1704
1705,150115,LIMA,LIMA,LA VICTORIA,188619,8.9,13.2,19,1705
1706,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,99183,8.7,13.4,19,1706
1707,240304,TUMBES,ZARUMILLA,PAPAYAL,7133,6.4,15.6,19,1707
1708,80303,CUSCO,ANTA,CACHIMAYO,2742,5.0,16.9,19,1708
1709,150407,LIMA,CANTA,SANTA ROSA DE QUIVES,5882,5.1,16.5,19,1709
1710,170201,MADRE DE DIOS,MANU,MANU,2373,2.3,19.2,19,1710
1711,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,52505,7.6,13.9,19,1711
1712,230109,TACNA,TACNA,SAMA,3686,6.6,14.7,19,1712
1713,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,7578,4.5,16.8,19,1713
1714,110208,ICA,CHINCHA,SAN JUAN DE YÁNAC,1673,4.6,16.6,19,1714
1715,110209,ICA,CHINCHA,SAN PEDRO DE HUACARPA,1083,4.6,16.6,19,1715
1716,150703,LIMA,HUAROCHIRI,CALLAHUANCA,666,6.0,15.2,19,1716
1717,150717,LIMA,HUAROCHIRI,SAN BARTOLOMÉ,1080,6.0,15.2,19,1717
1718,100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,51354,6.7,14.5,19,1718
1719,150401,LIMA,CANTA,CANTA,2247,1.1,20.0,19,1719
1720,150508,LIMA,CAÑETE,LUNAHUANA,4082,6.0,15.1,19,1720
1721,150513,LIMA,CAÑETE,SAN ANTONIO,4616,6.0,15.1,19,1721
1722,150201,LIMA,BARRANCA,BARRANCA,72221,7.4,13.6,19,1722
1723,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,107364,7.5,13.4,19,1723
1724,150509,LIMA,CAÑETE,MALA,33688,6.4,14.3,19,1724
1725,150135,LIMA,LIMA,SAN MARTÍN DE PORRES,744050,8.6,12.1,19,1725
1726,20101,ÁNCASH,HUARAZ,HUARAZ,68466,7.8,12.7,19,1726
1727,150601,LIMA,HUARAL,HUARAL,105011,7.4,13.0,19,1727
1728,100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,9485,3.3,17.1,19,1728
1729,150603,LIMA,HUARAL,ATAVILLOS BAJO,835,4.6,15.8,19,1729
1730,150607,LIMA,HUARAL,LAMPIÁN,313,4.6,15.8,19,1730
1731,180209,MOQUEGUA,GENERAL SÁNCHEZ CE,QUINISTAQUILLAS,480,2.8,17.3,19,1731
1732,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,6518,5.2,14.7,19,1732
1733,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,180252,7.8,12.0,19,1733
1734,200101,PIURA,PIURA,PIURA,177748,5.0,14.6,19,1734
1735,150107,LIMA,LIMA,CHACLACAYO,44157,6.2,13.3,19,1735
1736,240201,TUMBES,CONTRALMIRANTE VI,ZORRITOS,13807,5.0,14.3,19,1736
1737,150702,LIMA,HUAROCHIRI,ANTIOQUIA,1232,0.0,19.7,19,1737
1738,150137,LIMA,LIMA,SANTA ANITA,221776,6.5,12.8,19,1738
1739,150202,LIMA,BARRANCA,PARAMONGA,21938,4.2,15.0,19,1739
1740,240203,TUMBES,CONTRALMIRANTE VI,CANOAS DE PUNTA SAL,7620,3.1,15.9,19,1740
1741,150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,893,2.4,16.4,19,1741
1742,250301,UCAYALI,PADRE ABAD,PADRE ABAD,38100,6.4,12.4,19,1742
1743,240301,TUMBES,ZARUMILLA,ZARUMILLA,25390,6.7,11.8,19,1743
1744,240302,TUMBES,ZARUMILLA,AGUAS VERDES,19195,6.7,11.8,19,1744
1745,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,229142,5.9,12.3,19,1745
1746,240303,TUMBES,ZARUMILLA,MATAPALO,4320,3.5,14.7,19,1746
1747,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,39051,5.8,12.3,19,1747
1748,250303,UCAYALI,PADRE ABAD,CURIMANÁ,10219,4.4,13.6,19,1748
