Indice,Ubigeo,Departamento,Provincia,Distrito,Poblacion_proyectada2020,Intervalo_inferior,Intervalo_superior,Grupo_robusto,Ubicacion_pobreza_monetaria
1,50410,AYACUCHO,HUANTA,UCHURACCAY,3672,73.3,89.3,1,1
2,60308,CAJAMARCA,CELENDÍN,OXAMARCA,5824,74.6,87.4,1,2
3,60402,CAJAMARCA,CHOTA,ANGUIA,3216,71.7,85.7,1,3
4,50411,AYACUCHO,HUANTA,PUCACOLPA,2299,65.8,90.5,2,4
5,90722,HUANCAVELICA,TAYACAJA,PICHOS,1894,65.6,88.6,2,5
6,61007,CAJAMARCA,SAN MARCOS,JOSÉ SABOGAL,13137,69.8,84.2,2,6
7,60202,CAJAMARCA,CAJABAMBA,CACHACHI,25575,70.3,83.4,2,7
8,60809,CAJAMARCA,JAEN,SALLIQUE,7509,70.8,82.9,2,8
9,60604,CAJAMARCA,CUTERVO,CUJILLO,2569,66.2,87.1,2,9
10,60304,CAJAMARCA,CELENDÍN,HUASMIN,10885,68.6,83.7,2,10
11,60307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,3922,68.2,83.4,2,11
12,60602,CAJAMARCA,CUTERVO,CALLAYUC,9627,68.0,83.3,2,12
13,60105,CAJAMARCA,CAJAMARCA,ENCAÑADA,20052,67.5,82.3,2,13
14,60103,CAJAMARCA,CAJAMARCA,CHETILLA,3863,66.9,81.9,2,14
15,60104,CAJAMARCA,CAJAMARCA,COSPÁN,7159,66.7,80.5,2,15
16,60412,CAJAMARCA,CHOTA,MIRACOSTA,3300,65.1,82.2,2,16
17,60605,CAJAMARCA,CUTERVO,LA RAMADA,3977,65.8,80.8,2,17
18,50412,AYACUCHO,HUANTA,CHACA,2195,59.1,86.4,2,18
19,60303,CAJAMARCA,CELENDÍN,CORTEGANA,7343,64.8,79.7,3,19
20,60204,CAJAMARCA,CAJABAMBA,SITACOCHA,8042,65.0,79.5,3,20
21,190206,PASCO,DANIEL ALCIDES CARR,SANTA ANA DE TUSI,23986,62.9,81.4,3,21
22,61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,4578,65.1,78.9,3,22
23,60410,CAJAMARCA,CHOTA,LAJAS,11586,63.1,79.0,3,23
24,51011,AYACUCHO,VICTOR FAJARDO,SARHUA,2624,55.7,85.8,3,24
25,60106,CAJAMARCA,CAJAMARCA,JESÚS,16666,62.4,78.6,3,25
26,50511,AYACUCHO,LA MAR,ORONCOY,1071,56.0,84.7,3,26
27,60408,CAJAMARCA,CHOTA,CONCHAN,5944,62.3,78.2,3,27
28,61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHÁ,3711,61.5,78.7,3,28
29,60613,CAJAMARCA,CUTERVO,SANTO TOMAS,7603,62.9,77.2,3,29
30,61310,CAJAMARCA,SANTA CRUZ,UTICYACU,1255,60.8,79.2,3,30
31,130803,LA LIBERTAD,PATAZ,CHILLIA,13046,61.7,77.7,3,31
32,130806,LA LIBERTAD,PATAZ,HUAYO,3762,61.6,77.5,3,32
33,60409,CAJAMARCA,CHOTA,HUAMBOS,8584,62.2,76.8,3,33
34,60607,CAJAMARCA,CUTERVO,QUEROCOTILLO,13416,61.3,77.0,3,34
35,60404,CAJAMARCA,CHOTA,CHIGUIRIP,3628,60.3,77.9,3,35
36,61204,CAJAMARCA,SAN PABLO,TUMBADÉN,3678,60.0,77.8,3,36
37,60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,9945,60.8,76.9,3,37
38,60805,CAJAMARCA,JAEN,HUABAL,8989,59.7,77.7,3,38
39,60312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLÁN,6884,60.7,76.7,3,39
40,60611,CAJAMARCA,CUTERVO,SANTA CRUZ,2671,60.4,76.7,3,40
41,61006,CAJAMARCA,SAN MARCOS,JOSÉ MANUEL QUIROZ,3627,60.3,76.8,3,41
42,21504,ÁNCASH,PALLASCA,HUACASCHUQUE,532,54.6,81.9,4,42
43,200204,PIURA,AYABACA,LAGUNAS,5816,56.0,80.0,4,43
44,60506,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,1047,59.6,76.4,4,44
45,210305,PUNO,CARABAYA,CORANI,4735,55.2,80.5,4,45
46,60111,CAJAMARCA,CAJAMARCA,NAMORA,10308,60.5,75.1,4,46
47,60504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,2845,59.0,75.7,4,47
48,60810,CAJAMARCA,JAEN,SAN FELIPE,4740,59.8,74.8,4,48
49,200206,PIURA,AYABACA,PACAIPAMPA,23262,57.0,77.4,4,49
50,130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,19344,55.8,78.5,4,50
51,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPIL,5015,59.9,73.8,4,51
52,60311,CAJAMARCA,CELENDÍN,UTCO,1081,57.7,75.9,4,52
53,60403,CAJAMARCA,CHOTA,CHADIN,3632,57.9,75.4,4,53
54,60907,CAJAMARCA,SAN IGNACIO,TABACONAS,19954,58.1,74.8,4,54
55,60309,CAJAMARCA,CELENDÍN,SOROCHUCO,7514,57.1,75.3,4,55
56,61103,CAJAMARCA,SAN MIGUEL,CALQUIS,4281,57.3,75.2,4,56
57,90307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,1405,52.3,79.8,4,57
58,130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,2143,56.6,75.2,4,58
59,61105,CAJAMARCA,SAN MIGUEL,EL PRADO,1657,56.7,74.6,4,59
60,210304,PUNO,CARABAYA,COASA,5932,49.5,81.8,4,60
61,130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,11381,54.8,76.2,4,61
62,61201,CAJAMARCA,SAN PABLO,SAN PABLO,13460,57.3,73.6,4,62
63,60418,CAJAMARCA,CHOTA,TOCMOCHE,880,56.4,74.3,4,63
64,130613,LA LIBERTAD,OTUZCO,SINSICAP,7543,54.4,76.3,4,64
65,60302,CAJAMARCA,CELENDÍN,CHUMUCH,2699,56.2,74.1,4,65
66,21902,ÁNCASH,SIHUAS,ACOBAMBA,1647,52.4,77.5,4,66
67,50510,AYACUCHO,LA MAR,ANCHIHUAY,4345,50.5,79.1,4,67
68,130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,3159,56.0,73.6,4,68
69,60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1856,56.0,73.4,4,69
70,61203,CAJAMARCA,SAN PABLO,SAN LUIS,922,55.7,73.5,4,70
71,21304,ÁNCASH,MARISCAL LUZURIAGA,AFIDEL OLIVAS ESCUDERO,1993,51.3,77.8,4,71
72,50906,AYACUCHO,SUCRE,MORCOLLA,1243,46.3,82.5,4,72
73,61304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,3468,55.3,73.4,4,73
74,60416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,977,54.8,73.8,4,74
75,61002,CAJAMARCA,SAN MARCOS,CHANCAY,3069,55.0,73.5,4,75
76,210903,PUNO,MOHO,HUAYRAPATA,2488,44.7,83.8,4,76
77,130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,14881,52.3,76.0,4,77
78,130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,14367,56.6,71.6,4,78
79,60407,CAJAMARCA,CHOTA,COCHABAMBA,5832,55.9,72.1,4,79
80,50205,AYACUCHO,CANGALLO,PARAS,4279,51.9,76.0,4,80
81,90302,HUANCAVELICA,ANGARAES,ANCHONGA,7805,50.9,76.7,4,81
82,60503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,1402,55.1,72.3,4,82
83,60107,CAJAMARCA,CAJAMARCA,LLACANORA,6657,54.7,72.6,4,83
84,100402,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,2725,45.6,81.7,4,84
85,50506,AYACUCHO,LA MAR,LUIS CARRANZA,1365,48.3,79.0,4,85
86,90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,4005,50.1,77.0,4,86
87,51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,1107,49.3,77.6,4,87
88,21604,ÁNCASH,POMABAMBA,QUINUABAMBA,2322,51.0,75.8,4,88
89,21506,ÁNCASH,PALLASCA,LACABAMBA,517,49.4,77.1,4,89
90,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,9904,51.4,74.8,4,90
91,10402,AMAZONAS,CONDORCANQUI,EL CENEPA,12537,54.3,71.6,4,91
92,21503,ÁNCASH,PALLASCA,CONCHUCOS,7850,50.1,75.2,4,92
93,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,3677,52.8,72.5,4,93
94,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,12251,50.1,75.0,4,94
95,22002,ÁNCASH,YUNGAY,CASCAPARA,1698,51.0,74.0,4,95
96,61311,CAJAMARCA,SANTA CRUZ,YAUYUCÁN,2869,53.9,71.0,5,96
97,50505,AYACUCHO,LA MAR,CHUNGUI,4443,48.9,75.9,5,97
98,21909,ÁNCASH,SIHUAS,SAN JUAN,6914,52.0,72.8,5,98
99,200208,PIURA,AYABACA,SAPILLICA,11065,50.7,73.3,5,99
100,20903,ÁNCASH,CORONGO,BAMBAS,481,46.9,77.0,5,100
101,60417,CAJAMARCA,CHOTA,TACABAMBA,16668,54.0,69.4,5,101
102,81006,CUSCO,PARURO,OMACHA,5842,47.2,75.7,5,102
103,200202,PIURA,AYABACA,FRÍAS,21370,49.3,73.5,5,103
104,81205,CUSCO,QUISPICANCHI,CCATCA,15084,48.6,74.1,5,104
105,61302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,1311,51.0,71.4,5,105
106,210107,PUNO,PUNO,COATA,6898,45.6,76.7,5,106
107,160804,LORETO,PUTUMAYO,YAGUAS,1559,49.4,72.4,5,107
108,61004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,5150,52.3,69.4,5,108
109,50112,AYACUCHO,HUAMANGA,SOCOS,6846,46.2,74.9,5,109
110,60803,CAJAMARCA,JAEN,CHONTALI,10391,51.8,69.2,5,110
111,60606,CAJAMARCA,CUTERVO,PIMPINGOS,5121,51.3,69.5,5,111
112,10520,AMAZONAS,LUYA,SANTA CATALINA,2145,50.5,70.1,5,112
113,210209,PUNO,AZÁNGARO,POTONI,3637,43.4,77.1,5,113
114,21906,ÁNCASH,SIHUAS,HUAYLLABAMBA,3701,45.3,75.1,5,114
115,61104,CAJAMARCA,SAN MIGUEL,CATILLUC,2813,51.1,69.1,5,115
116,60702,CAJAMARCA,HUALGAYOC,CHUGUR,2959,51.1,68.9,5,116
117,60419,CAJAMARCA,CHOTA,CHALAMARCA,9670,51.1,68.9,5,117
118,50406,AYACUCHO,HUANTA,SANTILLANA,3900,46.4,73.5,5,118
119,10403,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,17960,52.0,67.8,5,119
120,60603,CAJAMARCA,CUTERVO,CHOROS,3286,50.4,69.3,5,120
121,130503,LA LIBERTAD,JULCÁN,CARABAMBA,6916,51.0,68.4,5,121
122,130610,LA LIBERTAD,OTUZCO,PARANDAY,542,46.2,73.0,5,122
123,20608,ÁNCASH,CARHUAZ,SAN MIGUEL DE ACO,2502,45.7,73.3,5,123
124,61110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,2274,50.1,68.9,5,124
125,61303,CAJAMARCA,SANTA CRUZ,CATACHE,9870,51.6,67.2,5,125
126,100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,2097,41.9,76.9,5,126
127,210103,PUNO,PUNO,AMANTANI,3430,39.0,79.8,5,127
128,61113,CAJAMARCA,SAN MIGUEL,UNIÓN AGUA BLANCA,3128,50.3,68.4,5,128
129,21908,ÁNCASH,SIHUAS,RAGASH,2404,45.4,73.2,5,129
130,210110,PUNO,PUNO,PAUCARCOLLA,4368,42.4,76.2,5,130
131,21511,ÁNCASH,PALLASCA,TAUCA,2800,48.7,69.8,5,131
132,22005,ÁNCASH,YUNGAY,QUILLO,13137,40.9,77.5,5,132
133,130504,LA LIBERTAD,JULCÁN,HUASO,6239,49.0,69.2,5,133
134,130807,LA LIBERTAD,PATAZ,ONGÓN,1360,48.0,70.1,5,134
135,51006,AYACUCHO,VICTOR FAJARDO,CAYARA,1138,42.9,75.2,5,135
136,50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,1089,40.2,77.8,5,136
137,90117,HUANCAVELICA,HUANCAVELICA,YAULI,19892,50.0,67.6,5,137
138,50204,AYACUCHO,CANGALLO,MARÍA PARADO DE BELLID,2026,41.6,75.7,5,138
139,10514,AMAZONAS,LUYA,PISUQUIA,5075,49.6,67.4,5,139
140,90720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,2662,44.1,72.8,5,140
141,50903,AYACUCHO,SUCRE,CHALCOS,461,40.6,76.1,5,141
142,60102,CAJAMARCA,CAJAMARCA,ASUNCION,7896,49.1,67.4,5,142
143,30210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,2268,45.8,70.7,6,143
144,51012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,2400,44.9,71.4,6,144
145,21302,ÁNCASH,MARISCAL LUZURIAG,CASCA,4015,40.8,75.2,6,145
146,50114,AYACUCHO,HUAMANGA,VINCHOS,16233,43.0,73.0,6,146
147,30205,APURÍMAC,ANDAHUAYLAS,HUANCARAY,3846,45.8,70.1,6,147
148,210407,PUNO,CHUCUITO,ZEPITA,17402,47.0,68.9,6,148
149,21508,ÁNCASH,PALLASCA,PALLASCA,2517,46.3,69.6,6,149
150,51107,AYACUCHO,VILCAS HUAMÁN,SAURAMA,1042,39.3,76.0,6,150
151,81209,CUSCO,QUISPICANCHI,MARCAPATA,4947,44.5,70.7,6,151
152,210115,PUNO,PUNO,VILQUE,2993,40.6,74.3,6,152
153,130804,LA LIBERTAD,PATAZ,HUANCASPATA,6142,48.2,66.8,6,153
154,60812,CAJAMARCA,JAEN,SANTA ROSA,10361,48.1,66.7,6,154
155,90506,HUANCAVELICA,CHURCAMPA,LOCROJA,3464,44.2,70.6,6,155
156,60405,CAJAMARCA,CHOTA,CHIMBAN,2201,48.4,66.2,6,156
157,60406,CAJAMARCA,CHOTA,CHOROPAMPA,2311,47.7,66.9,6,157
158,60904,CAJAMARCA,SAN IGNACIO,LA COIPA,21229,48.2,66.3,6,158
159,30214,APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRA,1650,43.9,70.5,6,159
160,60903,CAJAMARCA,SAN IGNACIO,HUARANGO,18607,48.9,65.5,6,160
161,100203,HUÁNUCO,AMBO,COLPAS,1629,41.3,72.8,6,161
162,61307,CAJAMARCA,SANTA CRUZ,PULÁN,3887,47.8,66.3,6,162
163,80705,CUSCO,CHUMBIVILCAS,LIVITACA,12798,44.2,69.9,6,163
164,211302,PUNO,YUNGUYO,ANAPIA,1743,38.4,75.7,6,164
165,90306,HUANCAVELICA,ANGARAES,CONGALLA,3786,43.2,70.7,6,165
166,10507,AMAZONAS,LUYA,LONGUITA,883,46.5,67.0,6,166
167,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,6514,45.2,68.3,6,167
168,130606,LA LIBERTAD,OTUZCO,LA CUESTA,662,45.1,68.1,6,168
169,160503,LORETO,REQUENA,CAPELO,2417,47.2,66.0,6,169
170,30611,APURÍMAC,CHINCHEROS,LOS CHANKAS,1045,43.4,69.8,6,170
171,60608,CAJAMARCA,CUTERVO,SAN ANDRÉS DE CUTERVO,4276,47.9,64.9,6,171
172,60413,CAJAMARCA,CHOTA,PACCHA,4621,47.6,64.8,6,172
173,61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,1999,47.0,65.5,6,173
174,130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,2290,45.9,66.1,6,174
175,10503,AMAZONAS,LUYA,COCABAMBA,2045,46.7,65.3,6,175
176,61109,CAJAMARCA,SAN MIGUEL,NIEPOS,3276,47.6,64.3,6,176
177,51010,AYACUCHO,VICTOR FAJARDO,HUAYA,1985,40.1,71.8,6,177
178,100404,HUÁNUCO,HUACAYBAMBA,PINRA,6384,42.3,69.5,6,178
179,80502,CUSCO,CANAS,CHECCA,5485,42.3,69.4,6,179
180,10121,AMAZONAS,CHACHAPOYAS,SONCHE,277,42.3,69.4,6,180
181,50703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,1934,39.2,72.4,6,181
182,21903,ÁNCASH,SIHUAS,ALFONSO UGARTE,514,41.0,70.6,6,182
183,130614,LA LIBERTAD,OTUZCO,USQUIL,23003,48.8,62.8,6,183
184,90110,HUANCAVELICA,HUANCAVELICA,MANTA,917,40.9,70.5,6,184
185,210805,PUNO,MELGAR,MACARI,7268,35.4,76.0,6,185
186,21804,ÁNCASH,SANTA,MACATE,3275,44.7,66.6,6,186
187,10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,434,44.3,67.0,6,187
188,30217,APURÍMAC,ANDAHUAYLAS,TUMAY HUARACA,1912,43.1,68.0,6,188
189,60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,15319,46.4,64.6,6,189
190,210708,PUNO,LAMPA,PUCARÁ,5442,38.1,72.8,6,190
191,30409,APURÍMAC,AYMARAES,LUCRE,1507,41.9,69.0,6,191
192,220904,SAN MARTÍN,SAN MARTÍN,CHAZUTA,10580,42.1,68.7,6,192
193,190106,PASCO,PASCO,PALLANCHACRA,1551,42.9,67.8,6,193
194,51104,AYACUCHO,VILCAS HUAMÁN,CONCEPCION,1558,44.7,65.8,6,194
195,80507,CUSCO,CANAS,QUEHUE,2660,40.9,69.4,6,195
196,60610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,2999,44.8,65.4,6,196
197,60415,CAJAMARCA,CHOTA,QUEROCOTO,8826,45.8,64.3,6,197
198,100504,HUÁNUCO,HUAMALIES,JACAS GRANDE,5906,35.9,74.3,6,198
199,200308,PIURA,HUANCABAMBA,SONDORILLO,11172,41.5,68.6,6,199
200,21306,ÁNCASH,MARISCAL LUZURIAG,LLUMPA,6315,41.6,68.4,6,200
201,50910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,565,36.8,73.2,6,201
202,211003,PUNO,SAN ANTONIO DE PUTI,PEDRO VILCA APAZA,1916,36.3,73.6,6,202
203,60614,CAJAMARCA,CUTERVO,SOCOTA,9156,46.8,63.0,6,203
204,200410,PIURA,MORROPON,YAMANGO,8764,41.2,68.5,6,204
205,60807,CAJAMARCA,JAEN,POMAHUACA,9245,46.1,63.5,6,205
206,10304,AMAZONAS,BONGARÁ,COROSHA,825,45.9,63.7,6,206
207,10515,AMAZONAS,LUYA,PROVIDENCIA,1389,44.2,65.3,6,207
208,61308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,1399,44.8,64.7,6,208
209,61305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2351,44.6,64.7,6,209
210,60804,CAJAMARCA,JAEN,COLASAY,10567,45.0,64.3,6,210
211,190110,PASCO,PASCO,TICLACAYAN,2847,43.6,65.7,6,211
212,60112,CAJAMARCA,CAJAMARCA,SAN JUAN,4532,45.1,64.1,6,212
213,50615,AYACUCHO,LUCANAS,SAN CRISTÓBAL,1823,40.0,69.1,6,213
214,60109,CAJAMARCA,CAJAMARCA,MAGDALENA,8809,46.3,62.8,6,214
215,80707,CUSCO,CHUMBIVILCAS,QUIÑOTA,4010,42.1,66.9,6,215
216,21210,ÁNCASH,HUAYLAS,YURACMARCA,2193,41.9,67.1,6,216
217,10510,AMAZONAS,LUYA,LUYA VIEJO,405,40.9,68.0,6,217
218,90511,HUANCAVELICA,CHURCAMPA,COSME,2983,40.0,68.8,6,218
219,160504,LORETO,REQUENA,EMILIO SAN MARTÍN,6859,42.7,65.8,6,219
220,200304,PIURA,HUANCABAMBA,HUARMACA,37489,41.8,66.6,6,220
221,100311,HUÁNUCO,DOS DE MAYO,MARÍAS,5547,41.6,66.7,6,221
222,130812,LA LIBERTAD,PATAZ,TAURIJA,3032,43.4,64.9,6,222
223,100804,HUÁNUCO,PACHITEA,UMARI,10770,42.0,66.1,6,223
224,50508,AYACUCHO,LA MAR,TAMBO,9302,43.5,64.6,6,224
225,21203,ÁNCASH,HUAYLAS,HUATA,1394,42.7,65.3,6,225
226,10205,AMAZONAS,BAGUA,IMAZA,32136,46.7,61.2,6,226
227,90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,3365,38.3,69.6,6,227
228,30603,APURÍMAC,CHINCHEROS,COCHARCAS,1729,40.8,67.0,6,228
229,60310,CAJAMARCA,CELENDÍN,SUCRE,5455,45.0,62.8,6,229
230,30608,APURÍMAC,CHINCHEROS,RANRACANCHA,4158,41.4,66.3,6,230
231,50109,AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,1596,39.4,68.3,6,231
232,211004,PUNO,SAN ANTONIO DE PUTI,QUILCAPUNCU,5541,38.6,69.0,6,232
233,90116,HUANCAVELICA,HUANCAVELICA,VILCA,1834,41.3,66.4,6,233
234,30714,APURÍMAC,GRAU,CURASCO,1241,39.2,68.4,6,234
235,30610,APURÍMAC,CHINCHEROS,EL PORVENIR,1771,40.5,67.0,6,235
236,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,6756,41.3,66.2,6,236
237,160502,LORETO,REQUENA,ALTO TAPICHE,1631,41.7,65.9,6,237
238,90721,HUANCAVELICA,TAYACAJA,ROBLE,1216,38.1,69.4,6,238
239,100506,HUÁNUCO,HUAMALIES,MIRAFLORES,3124,37.6,69.8,6,239
240,190202,PASCO,DANIEL ALCIDES CARR,CHACAYAN,1820,40.9,66.5,6,240
241,210701,PUNO,LAMPA,LAMPA,11783,39.1,68.2,6,241
242,30702,APURÍMAC,GRAU,CURPAHUASI,1967,40.1,67.0,6,242
243,81210,CUSCO,QUISPICANCHI,OCONGATE,18587,39.7,67.4,6,243
244,190203,PASCO,DANIEL ALCIDES CARR,GOYLLARISQUIZGA,1445,41.2,65.9,6,244
245,50902,AYACUCHO,SUCRE,BELÉN,310,35.6,71.4,6,245
246,22007,ÁNCASH,YUNGAY,SHUPLUY,1904,40.9,66.0,6,246
247,210703,PUNO,LAMPA,CALAPUJA,1755,35.8,71.2,6,247
248,51003,AYACUCHO,VICTOR FAJARDO,APONGO,565,35.9,71.1,6,248
249,160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,17006,44.3,62.5,6,249
250,20305,ÁNCASH,ANTONIO RAYMONDI,MIRGAS,4135,41.5,65.1,6,250
251,210807,PUNO,MELGAR,ORURILLO,7579,32.9,73.6,6,251
252,60802,CAJAMARCA,JAEN,BELLAVISTA,16370,44.6,61.8,6,252
253,140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,15112,41.6,64.8,6,253
254,160505,LORETO,REQUENA,MAQUIA,8669,42.8,63.6,6,254
255,20702,ÁNCASH,CARLOS F. FITZCARRA,SAN NICOLÁS,3233,39.7,66.6,6,255
256,210504,PUNO,EL COLLAO,SANTA ROSA,3220,38.2,68.1,6,256
257,210505,PUNO,EL COLLAO,CONDURIRI,2419,38.2,68.1,6,257
258,80505,CUSCO,CANAS,LAYO,5548,39.2,67.1,6,258
259,60505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,3607,43.7,62.4,6,259
260,50402,AYACUCHO,HUANTA,AYAHUANCO,1072,37.0,69.2,6,260
261,10105,AMAZONAS,CHACHAPOYAS,CHILIQUÍN,589,42.3,63.8,6,261
262,30212,APURÍMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,3000,39.2,66.8,6,262
263,200201,PIURA,AYABACA,AYABACA,32889,41.8,64.3,6,263
264,30703,APURÍMAC,GRAU,GAMARRA,2696,39.7,66.3,6,264
265,200307,PIURA,HUANCABAMBA,SONDOR,7425,40.2,65.7,6,265
266,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,8570,38.2,67.6,6,266
267,30607,APURÍMAC,CHINCHEROS,URANMARCA,2765,39.4,66.4,6,267
268,130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,2396,43.9,61.8,6,268
269,10516,AMAZONAS,LUYA,SAN CRISTÓBAL,550,41.7,63.8,6,269
270,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTE,11797,39.9,65.6,6,270
271,100803,HUÁNUCO,PACHITEA,MOLINO,10912,36.7,68.7,6,271
272,130813,LA LIBERTAD,PATAZ,URPAY,2422,41.7,63.7,6,272
273,160507,LORETO,REQUENA,SAQUENA,3256,44.9,60.4,7,273
274,21307,ÁNCASH,MARISCAL LUZURIAG,LUCMA,2870,38.6,66.7,7,274
275,250204,UCAYALI,ATALAYA,YURUA,2435,40.3,65.0,7,275
276,190204,PASCO,DANIEL ALCIDES CARR,PAUCAR,1779,41.1,64.1,7,276
277,90203,HUANCAVELICA,ACOBAMBA,ANTA,4483,41.5,63.7,7,277
278,50106,AYACUCHO,HUAMANGA,OCROS,6172,39.3,65.8,7,278
279,160603,LORETO,UCAYALI,PADRE MÁRQUEZ,3503,41.6,63.3,7,279
280,20906,ÁNCASH,CORONGO,YÁNAC,666,37.6,67.2,7,280
281,90408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,418,35.3,69.5,7,281
282,210403,PUNO,CHUCUITO,HUACULLANI,8634,38.1,66.6,7,282
283,61003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,3039,42.5,62.1,7,283
284,210104,PUNO,PUNO,ATUNCOLLA,4739,34.6,70.0,7,284
285,61112,CAJAMARCA,SAN MIGUEL,TONGOD,2530,42.9,61.6,7,285
286,210301,PUNO,CARABAYA,MACUSANI,14173,39.7,64.9,7,286
287,10513,AMAZONAS,LUYA,OCUMAL,3712,43.1,61.4,7,287
288,21208,ÁNCASH,HUAYLAS,SANTA CRUZ,4588,39.6,64.9,7,288
289,100108,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULAN,2748,38.3,66.2,7,289
290,50404,AYACUCHO,HUANTA,IGUAIN,2861,36.8,67.6,7,290
291,130805,LA LIBERTAD,PATAZ,HUAYLILLAS,1116,42.7,61.7,7,291
292,21308,ÁNCASH,MARISCAL LUZURIAG,MUSGA,1036,38.2,66.2,7,292
293,40806,AREQUIPA,LA UNIÓN,PUYCA,2346,40.2,64.1,7,293
294,200305,PIURA,HUANCABAMBA,LALAQUIZ,4181,38.8,65.4,7,294
295,51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,1399,38.1,66.0,7,295
296,30706,APURÍMAC,GRAU,MICAELA BASTIDAS,905,38.4,65.7,7,296
297,100505,HUÁNUCO,HUAMALIES,JIRCAN,1249,38.5,65.5,7,297
298,90115,HUANCAVELICA,HUANCAVELICA,PILCHACA,517,36.4,67.7,7,298
299,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,64702,42.8,61.0,7,299
300,30707,APURÍMAC,GRAU,PATAYPAMPA,794,35.9,68.0,7,300
301,30219,APURÍMAC,ANDAHUAYLAS,KAQUIABAMBA,1748,38.4,65.4,7,301
302,10511,AMAZONAS,LUYA,MARÍA,776,42.2,61.6,7,302
303,120608,JUNÍN,SATIPO,RÍO TAMBO,29909,41.2,62.4,7,303
304,120504,JUNÍN,JUNÍN,ULCUMAYO,3890,38.8,64.8,7,304
305,160604,LORETO,UCAYALI,PAMPA HERMOSA,6200,42.2,61.3,7,305
306,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,4122,41.4,62.1,7,306
307,30202,APURÍMAC,ANDAHUAYLAS,ANDARAPA,5565,37.5,66.0,7,307
308,151019,LIMA,YAUYOS,LINCHA,416,35.5,67.9,7,308
309,21502,ÁNCASH,PALLASCA,BOLOGNESI,1017,37.8,65.7,7,309
